,area_id,state,party,votes_first_vote,votes_second_vote
2008,214,Bavaria,AfD,23222,25178
1111,214,Bavaria,The Greens,17438,18035
1709,214,Bavaria,FDP,13409,19318
2905,214,Bavaria,others,11877,7074
812,214,Bavaria,Die Linke,9265,9506
3503,214,Bavaria,others,3250,1803
4101,214,Bavaria,others,2263,2010
214,214,Bavaria,CDU,0,0
2307,214,Bavaria,Piraten,0,767
2606,214,Bavaria,others,0,491
3204,214,Bavaria,others,0,1796
3802,214,Bavaria,others,0,1462
4400,214,Bavaria,others,0,0
4699,214,Bavaria,others,0,0
4998,214,Bavaria,others,0,33
5297,214,Bavaria,others,0,17
5596,214,Bavaria,others,0,0
5895,214,Bavaria,others,0,0
6194,214,Bavaria,others,0,0
6493,214,Bavaria,others,0,0
6792,214,Bavaria,others,0,0
7091,214,Bavaria,others,0,219
7390,214,Bavaria,others,0,314
7689,214,Bavaria,others,0,23
7988,214,Bavaria,others,0,366
8287,214,Bavaria,others,0,0
8586,214,Bavaria,others,0,0
8885,214,Bavaria,others,0,0
9184,214,Bavaria,others,0,0
9483,214,Bavaria,others,0,0
9782,214,Bavaria,others,0,223
10081,214,Bavaria,others,0,320
10380,214,Bavaria,others,0,0
10679,214,Bavaria,others,0,0
10978,214,Bavaria,others,0,0
11277,214,Bavaria,others,0,0
11576,214,Bavaria,others,0,0
11875,214,Bavaria,others,0,0
12174,214,Bavaria,others,0,0
12473,214,Bavaria,others,0,0
12772,214,Bavaria,others,0,0
1411,215,Bavaria,CSU,82603,75625
514,215,Bavaria,SPD,35455,25930
2009,215,Bavaria,AfD,19349,21938
1112,215,Bavaria,The Greens,17241,20885
1710,215,Bavaria,FDP,13662,22005
813,215,Bavaria,Die Linke,7697,9630
2906,215,Bavaria,others,5882,4545
4102,215,Bavaria,others,3078,1945
3504,215,Bavaria,others,3018,1786
12773,215,Bavaria,others,1305,0
215,215,Bavaria,CDU,0,0
2308,215,Bavaria,Piraten,0,638
2607,215,Bavaria,others,0,293
3205,215,Bavaria,others,0,1782
3803,215,Bavaria,others,0,1255
4401,215,Bavaria,others,0,0
4700,215,Bavaria,others,0,0
4999,215,Bavaria,others,0,42
5298,215,Bavaria,others,0,20
5597,215,Bavaria,others,0,0
5896,215,Bavaria,others,0,0
6195,215,Bavaria,others,0,0
6494,215,Bavaria,others,0,0
6793,215,Bavaria,others,0,0
7092,215,Bavaria,others,0,269
7391,215,Bavaria,others,0,344
7690,215,Bavaria,others,0,29
7989,215,Bavaria,others,0,325
8288,215,Bavaria,others,0,0
8587,215,Bavaria,others,0,0
8886,215,Bavaria,others,0,0
9185,215,Bavaria,others,0,0
9484,215,Bavaria,others,0,0
9783,215,Bavaria,others,0,230
10082,215,Bavaria,others,0,326
10381,215,Bavaria,others,0,0
10680,215,Bavaria,others,0,0
10979,215,Bavaria,others,0,0
11278,215,Bavaria,others,0,0
11577,215,Bavaria,others,0,0
11876,215,Bavaria,others,0,0
12175,215,Bavaria,others,0,0
12474,215,Bavaria,others,0,0
1412,216,Bavaria,CSU,90383,76234
515,216,Bavaria,SPD,24798,24423
2010,216,Bavaria,AfD,23718,27671
1113,216,Bavaria,The Greens,11515,13204
1711,216,Bavaria,FDP,9313,17157
814,216,Bavaria,Die Linke,8817,9830
2907,216,Bavaria,others,7094,5561
3505,216,Bavaria,others,2655,1745
4103,216,Bavaria,others,2200,1894
3804,216,Bavaria,others,1858,1282
5000,216,Bavaria,others,120,65
216,216,Bavaria,CDU,0,0
2309,216,Bavaria,Piraten,0,642
2608,216,Bavaria,others,0,519
3206,216,Bavaria,others,0,1277
4402,216,Bavaria,others,0,0
4701,216,Bavaria,others,0,0
5299,216,Bavaria,others,0,23
5598,216,Bavaria,others,0,0
5897,216,Bavaria,others,0,0
6196,216,Bavaria,others,0,0
6495,216,Bavaria,others,0,0
6794,216,Bavaria,others,0,0
7093,216,Bavaria,others,0,166
7392,216,Bavaria,others,0,200
7691,216,Bavaria,others,0,23
7990,216,Bavaria,others,0,276
8289,216,Bavaria,others,0,0
8588,216,Bavaria,others,0,0
8887,216,Bavaria,others,0,0
9186,216,Bavaria,others,0,0
9485,216,Bavaria,others,0,0
9784,216,Bavaria,others,0,250
10083,216,Bavaria,others,0,398
10382,216,Bavaria,others,0,0
10681,216,Bavaria,others,0,0
10980,216,Bavaria,others,0,0
11279,216,Bavaria,others,0,0
11578,216,Bavaria,others,0,0
11877,216,Bavaria,others,0,0
12176,216,Bavaria,others,0,0
12475,216,Bavaria,others,0,0
12774,216,Bavaria,others,0,0
1413,217,Bavaria,CSU,55903,49899
516,217,Bavaria,SPD,44973,28807
1114,217,Bavaria,The Greens,22685,29221
1712,217,Bavaria,FDP,16669,26188
2011,217,Bavaria,AfD,12818,14901
815,217,Bavaria,Die Linke,10413,14330
3506,217,Bavaria,others,2863,1412
2908,217,Bavaria,others,2770,1874
3805,217,Bavaria,others,2152,1555
4104,217,Bavaria,others,1134,867
5001,217,Bavaria,others,158,82
5300,217,Bavaria,others,121,38
217,217,Bavaria,CDU,0,0
2310,217,Bavaria,Piraten,0,755
2609,217,Bavaria,others,0,131
3207,217,Bavaria,others,0,1360
4403,217,Bavaria,others,0,0
4702,217,Bavaria,others,0,0
5599,217,Bavaria,others,0,0
5898,217,Bavaria,others,0,0
6197,217,Bavaria,others,0,0
6496,217,Bavaria,others,0,0
6795,217,Bavaria,others,0,0
7094,217,Bavaria,others,0,353
7393,217,Bavaria,others,0,532
7692,217,Bavaria,others,0,40
7991,217,Bavaria,others,0,262
8290,217,Bavaria,others,0,0
8589,217,Bavaria,others,0,0
8888,217,Bavaria,others,0,0
9187,217,Bavaria,others,0,0
9486,217,Bavaria,others,0,0
9785,217,Bavaria,others,0,169
10084,217,Bavaria,others,0,316
10383,217,Bavaria,others,0,0
10682,217,Bavaria,others,0,0
10981,217,Bavaria,others,0,0
11280,217,Bavaria,others,0,0
11579,217,Bavaria,others,0,0
11878,217,Bavaria,others,0,0
12177,217,Bavaria,others,0,0
12476,217,Bavaria,others,0,0
12775,217,Bavaria,others,0,0
1414,218,Bavaria,CSU,68286,58526
517,218,Bavaria,SPD,39412,29634
1115,218,Bavaria,The Greens,28464,30025
1713,218,Bavaria,FDP,16531,27336
2012,218,Bavaria,AfD,13689,15940
816,218,Bavaria,Die Linke,11646,14099
2909,218,Bavaria,others,3235,2098
3507,218,Bavaria,others,2685,1546
4105,218,Bavaria,others,1388,944
5301,218,Bavaria,others,296,43
218,218,Bavaria,CDU,0,0
2311,218,Bavaria,Piraten,0,787
2610,218,Bavaria,others,0,159
3208,218,Bavaria,others,0,1530
3806,218,Bavaria,others,0,1556
4404,218,Bavaria,others,0,0
4703,218,Bavaria,others,0,0
5002,218,Bavaria,others,0,80
5600,218,Bavaria,others,0,0
5899,218,Bavaria,others,0,0
6198,218,Bavaria,others,0,0
6497,218,Bavaria,others,0,0
6796,218,Bavaria,others,0,0
7095,218,Bavaria,others,0,363
7394,218,Bavaria,others,0,558
7693,218,Bavaria,others,0,56
7992,218,Bavaria,others,0,256
8291,218,Bavaria,others,0,0
8590,218,Bavaria,others,0,0
8889,218,Bavaria,others,0,0
9188,218,Bavaria,others,0,0
9487,218,Bavaria,others,0,0
9786,218,Bavaria,others,0,158
10085,218,Bavaria,others,0,353
10384,218,Bavaria,others,0,0
10683,218,Bavaria,others,0,0
10982,218,Bavaria,others,0,0
11281,218,Bavaria,others,0,0
11580,218,Bavaria,others,0,0
11879,218,Bavaria,others,0,0
12178,218,Bavaria,others,0,0
12477,218,Bavaria,others,0,0
12776,218,Bavaria,others,0,0
1415,219,Bavaria,CSU,55875,50674
518,219,Bavaria,SPD,39878,27508
1116,219,Bavaria,The Greens,23324,29545
1714,219,Bavaria,FDP,15310,22569
2013,219,Bavaria,AfD,12934,14584
817,219,Bavaria,Die Linke,12611,14687
2910,219,Bavaria,others,2801,1982
3508,219,Bavaria,others,2677,1456
3807,219,Bavaria,others,2441,1652
4106,219,Bavaria,others,1185,889
5302,219,Bavaria,others,169,50
5003,219,Bavaria,others,164,79
219,219,Bavaria,CDU,0,0
2312,219,Bavaria,Piraten,0,720
2611,219,Bavaria,others,0,143
3209,219,Bavaria,others,0,1462
4405,219,Bavaria,others,0,0
4704,219,Bavaria,others,0,0
5601,219,Bavaria,others,0,0
5900,219,Bavaria,others,0,0
6199,219,Bavaria,others,0,0
6498,219,Bavaria,others,0,0
6797,219,Bavaria,others,0,0
7096,219,Bavaria,others,0,377
7395,219,Bavaria,others,0,623
7694,219,Bavaria,others,0,30
7993,219,Bavaria,others,0,241
8292,219,Bavaria,others,0,0
8591,219,Bavaria,others,0,0
8890,219,Bavaria,others,0,0
9189,219,Bavaria,others,0,0
9488,219,Bavaria,others,0,0
9787,219,Bavaria,others,0,156
10086,219,Bavaria,others,0,343
10385,219,Bavaria,others,0,0
10684,219,Bavaria,others,0,0
10983,219,Bavaria,others,0,0
11282,219,Bavaria,others,0,0
11581,219,Bavaria,others,0,0
11880,219,Bavaria,others,0,0
12179,219,Bavaria,others,0,0
12478,219,Bavaria,others,0,0
12777,219,Bavaria,others,0,0
1416,220,Bavaria,CSU,64074,57370
519,220,Bavaria,SPD,44289,30621
1117,220,Bavaria,The Greens,31389,35588
1715,220,Bavaria,FDP,17382,26330
818,220,Bavaria,Die Linke,13579,16639
2014,220,Bavaria,AfD,12805,14879
2911,220,Bavaria,others,3440,1957
3509,220,Bavaria,others,3025,1647
4107,220,Bavaria,others,1679,1074
5303,220,Bavaria,others,223,71
12778,220,Bavaria,others,206,0
220,220,Bavaria,CDU,0,0
2313,220,Bavaria,Piraten,0,794
2612,220,Bavaria,others,0,170
3210,220,Bavaria,others,0,1560
3808,220,Bavaria,others,0,1811
4406,220,Bavaria,others,0,0
4705,220,Bavaria,others,0,0
5004,220,Bavaria,others,0,52
5602,220,Bavaria,others,0,0
5901,220,Bavaria,others,0,0
6200,220,Bavaria,others,0,0
6499,220,Bavaria,others,0,0
6798,220,Bavaria,others,0,0
7097,220,Bavaria,others,0,417
7396,220,Bavaria,others,0,726
7695,220,Bavaria,others,0,59
7994,220,Bavaria,others,0,266
8293,220,Bavaria,others,0,0
8592,220,Bavaria,others,0,0
8891,220,Bavaria,others,0,0
9190,220,Bavaria,others,0,0
9489,220,Bavaria,others,0,0
9788,220,Bavaria,others,0,177
10087,220,Bavaria,others,0,387
10386,220,Bavaria,others,0,0
10685,220,Bavaria,others,0,0
10984,220,Bavaria,others,0,0
11283,220,Bavaria,others,0,0
11582,220,Bavaria,others,0,0
11881,220,Bavaria,others,0,0
12180,220,Bavaria,others,0,0
12479,220,Bavaria,others,0,0
1417,221,Bavaria,CSU,85350,73193
520,221,Bavaria,SPD,31941,27489
1118,221,Bavaria,The Greens,26888,24832
1716,221,Bavaria,FDP,18323,30065
2015,221,Bavaria,AfD,16442,18457
819,221,Bavaria,Die Linke,7710,9999
2912,221,Bavaria,others,6251,3707
3510,221,Bavaria,others,3221,1629
221,221,Bavaria,CDU,0,0
2314,221,Bavaria,Piraten,0,741
2613,221,Bavaria,others,0,191
3211,221,Bavaria,others,0,1897
3809,221,Bavaria,others,0,1269
4108,221,Bavaria,others,0,1276
4407,221,Bavaria,others,0,0
4706,221,Bavaria,others,0,0
5005,221,Bavaria,others,0,30
5304,221,Bavaria,others,0,28
5603,221,Bavaria,others,0,0
5902,221,Bavaria,others,0,0
6201,221,Bavaria,others,0,0
6500,221,Bavaria,others,0,0
6799,221,Bavaria,others,0,0
7098,221,Bavaria,others,0,267
7397,221,Bavaria,others,0,423
7696,221,Bavaria,others,0,32
7995,221,Bavaria,others,0,273
8294,221,Bavaria,others,0,0
8593,221,Bavaria,others,0,0
8892,221,Bavaria,others,0,0
9191,221,Bavaria,others,0,0
9490,221,Bavaria,others,0,0
9789,221,Bavaria,others,0,264
10088,221,Bavaria,others,0,300
10387,221,Bavaria,others,0,0
10686,221,Bavaria,others,0,0
10985,221,Bavaria,others,0,0
11284,221,Bavaria,others,0,0
11583,221,Bavaria,others,0,0
11882,221,Bavaria,others,0,0
12181,221,Bavaria,others,0,0
12480,221,Bavaria,others,0,0
12779,221,Bavaria,others,0,0
1418,222,Bavaria,CSU,84982,75181
2016,222,Bavaria,AfD,23993,25698
521,222,Bavaria,SPD,21884,20967
1119,222,Bavaria,The Greens,17307,18573
1717,222,Bavaria,FDP,13748,20309
820,222,Bavaria,Die Linke,7034,9453
2913,222,Bavaria,others,6176,4426
4109,222,Bavaria,others,4497,3408
3511,222,Bavaria,others,4053,2166
2315,222,Bavaria,Piraten,1073,608
5305,222,Bavaria,others,198,84
222,222,Bavaria,CDU,0,0
2614,222,Bavaria,others,0,296
3212,222,Bavaria,others,0,1633
3810,222,Bavaria,others,0,1035
4408,222,Bavaria,others,0,0
4707,222,Bavaria,others,0,0
5006,222,Bavaria,others,0,39
5604,222,Bavaria,others,0,0
5903,222,Bavaria,others,0,0
6202,222,Bavaria,others,0,0
6501,222,Bavaria,others,0,0
6800,222,Bavaria,others,0,0
7099,222,Bavaria,others,0,273
7398,222,Bavaria,others,0,323
7697,222,Bavaria,others,0,51
7996,222,Bavaria,others,0,376
8295,222,Bavaria,others,0,0
8594,222,Bavaria,others,0,0
8893,222,Bavaria,others,0,0
9192,222,Bavaria,others,0,0
9491,222,Bavaria,others,0,0
9790,222,Bavaria,others,0,235
10089,222,Bavaria,others,0,322
10388,222,Bavaria,others,0,0
10687,222,Bavaria,others,0,0
10986,222,Bavaria,others,0,0
11285,222,Bavaria,others,0,0
11584,222,Bavaria,others,0,0
11883,222,Bavaria,others,0,0
12182,222,Bavaria,others,0,0
12481,222,Bavaria,others,0,0
12780,222,Bavaria,others,0,0
1419,223,Bavaria,CSU,62466,54787
1120,223,Bavaria,The Greens,17808,13592
522,223,Bavaria,SPD,14791,14455
2017,223,Bavaria,AfD,13005,15407
1718,223,Bavaria,FDP,10702,16344
821,223,Bavaria,Die Linke,6922,6514
4110,223,Bavaria,others,5562,2711
223,223,Bavaria,CDU,0,0
2316,223,Bavaria,Piraten,0,406
2615,223,Bavaria,others,0,211
2914,223,Bavaria,others,0,3428
3213,223,Bavaria,others,0,1152
3512,223,Bavaria,others,0,1063
3811,223,Bavaria,others,0,634
4409,223,Bavaria,others,0,0
4708,223,Bavaria,others,0,0
5007,223,Bavaria,others,0,18
5306,223,Bavaria,others,0,19
5605,223,Bavaria,others,0,0
5904,223,Bavaria,others,0,0
6203,223,Bavaria,others,0,0
6502,223,Bavaria,others,0,0
6801,223,Bavaria,others,0,0
7100,223,Bavaria,others,0,180
7399,223,Bavaria,others,0,276
7698,223,Bavaria,others,0,11
7997,223,Bavaria,others,0,257
8296,223,Bavaria,others,0,0
8595,223,Bavaria,others,0,0
8894,223,Bavaria,others,0,0
9193,223,Bavaria,others,0,0
9492,223,Bavaria,others,0,0
9791,223,Bavaria,others,0,157
10090,223,Bavaria,others,0,195
10389,223,Bavaria,others,0,0
10688,223,Bavaria,others,0,0
10987,223,Bavaria,others,0,0
11286,223,Bavaria,others,0,0
11585,223,Bavaria,others,0,0
11884,223,Bavaria,others,0,0
12183,223,Bavaria,others,0,0
12482,223,Bavaria,others,0,0
12781,223,Bavaria,others,0,0
1420,224,Bavaria,CSU,73946,67511
523,224,Bavaria,SPD,29309,22333
1121,224,Bavaria,The Greens,20863,23112
1719,224,Bavaria,FDP,16892,24950
2018,224,Bavaria,AfD,15597,17450
822,224,Bavaria,Die Linke,6993,9605
2915,224,Bavaria,others,4263,2862
3513,224,Bavaria,others,3124,1618
4111,224,Bavaria,others,2251,1792
2317,224,Bavaria,Piraten,2024,601
12782,224,Bavaria,others,409,0
224,224,Bavaria,CDU,0,0
2616,224,Bavaria,others,0,269
3214,224,Bavaria,others,0,1511
3812,224,Bavaria,others,0,1063
4410,224,Bavaria,others,0,0
4709,224,Bavaria,others,0,0
5008,224,Bavaria,others,0,25
5307,224,Bavaria,others,0,25
5606,224,Bavaria,others,0,0
5905,224,Bavaria,others,0,0
6204,224,Bavaria,others,0,0
6503,224,Bavaria,others,0,0
6802,224,Bavaria,others,0,0
7101,224,Bavaria,others,0,326
7400,224,Bavaria,others,0,342
7699,224,Bavaria,others,0,20
7998,224,Bavaria,others,0,341
8297,224,Bavaria,others,0,0
8596,224,Bavaria,others,0,0
8895,224,Bavaria,others,0,0
9194,224,Bavaria,others,0,0
9493,224,Bavaria,others,0,0
9792,224,Bavaria,others,0,189
10091,224,Bavaria,others,0,314
10390,224,Bavaria,others,0,0
10689,224,Bavaria,others,0,0
10988,224,Bavaria,others,0,0
11287,224,Bavaria,others,0,0
11586,224,Bavaria,others,0,0
11885,224,Bavaria,others,0,0
12184,224,Bavaria,others,0,0
12483,224,Bavaria,others,0,0
1421,225,Bavaria,CSU,80055,71213
524,225,Bavaria,SPD,25657,18943
2019,225,Bavaria,AfD,16276,19183
1122,225,Bavaria,The Greens,12970,14681
1720,225,Bavaria,FDP,9034,14596
823,225,Bavaria,Die Linke,7143,8499
4112,225,Bavaria,others,4547,2921
3514,225,Bavaria,others,3537,1704
225,225,Bavaria,CDU,0,0
2318,225,Bavaria,Piraten,0,440
2617,225,Bavaria,others,0,345
2916,225,Bavaria,others,0,3805
3215,225,Bavaria,others,0,1210
3813,225,Bavaria,others,0,787
4411,225,Bavaria,others,0,0
4710,225,Bavaria,others,0,0
5009,225,Bavaria,others,0,16
5308,225,Bavaria,others,0,22
5607,225,Bavaria,others,0,0
5906,225,Bavaria,others,0,0
6205,225,Bavaria,others,0,0
6504,225,Bavaria,others,0,0
6803,225,Bavaria,others,0,0
7102,225,Bavaria,others,0,176
7401,225,Bavaria,others,0,230
7700,225,Bavaria,others,0,23
7999,225,Bavaria,others,0,353
8298,225,Bavaria,others,0,0
8597,225,Bavaria,others,0,0
8896,225,Bavaria,others,0,0
9195,225,Bavaria,others,0,0
9494,225,Bavaria,others,0,0
9793,225,Bavaria,others,0,185
10092,225,Bavaria,others,0,236
10391,225,Bavaria,others,0,0
10690,225,Bavaria,others,0,0
10989,225,Bavaria,others,0,0
11288,225,Bavaria,others,0,0
11587,225,Bavaria,others,0,0
11886,225,Bavaria,others,0,0
12185,225,Bavaria,others,0,0
12484,225,Bavaria,others,0,0
12783,225,Bavaria,others,0,0
1422,226,Bavaria,CSU,63783,57258
525,226,Bavaria,SPD,19722,15402
2020,226,Bavaria,AfD,13383,16143
1123,226,Bavaria,The Greens,12066,12752
1721,226,Bavaria,FDP,9371,13908
824,226,Bavaria,Die Linke,6229,7215
3515,226,Bavaria,others,4632,2144
4113,226,Bavaria,others,3852,2219
226,226,Bavaria,CDU,0,0
2319,226,Bavaria,Piraten,0,352
2618,226,Bavaria,others,0,227
2917,226,Bavaria,others,0,2876
3216,226,Bavaria,others,0,1186
3814,226,Bavaria,others,0,724
4412,226,Bavaria,others,0,0
4711,226,Bavaria,others,0,0
5010,226,Bavaria,others,0,23
5309,226,Bavaria,others,0,14
5608,226,Bavaria,others,0,0
5907,226,Bavaria,others,0,0
6206,226,Bavaria,others,0,0
6505,226,Bavaria,others,0,0
6804,226,Bavaria,others,0,0
7103,226,Bavaria,others,0,186
7402,226,Bavaria,others,0,203
7701,226,Bavaria,others,0,18
8000,226,Bavaria,others,0,289
8299,226,Bavaria,others,0,0
8598,226,Bavaria,others,0,0
8897,226,Bavaria,others,0,0
9196,226,Bavaria,others,0,0
9495,226,Bavaria,others,0,0
9794,226,Bavaria,others,0,162
10093,226,Bavaria,others,0,259
10392,226,Bavaria,others,0,0
10691,226,Bavaria,others,0,0
10990,226,Bavaria,others,0,0
11289,226,Bavaria,others,0,0
11588,226,Bavaria,others,0,0
11887,226,Bavaria,others,0,0
12186,226,Bavaria,others,0,0
12485,226,Bavaria,others,0,0
12784,226,Bavaria,others,0,0
1423,227,Bavaria,CSU,52167,48183
526,227,Bavaria,SPD,20612,16916
2021,227,Bavaria,AfD,20438,22765
2918,227,Bavaria,others,6563,4785
1124,227,Bavaria,The Greens,5342,5528
825,227,Bavaria,Die Linke,4955,5892
1722,227,Bavaria,FDP,4707,8968
4114,227,Bavaria,others,3608,2250
227,227,Bavaria,CDU,0,0
2320,227,Bavaria,Piraten,0,248
2619,227,Bavaria,others,0,492
3217,227,Bavaria,others,0,923
3516,227,Bavaria,others,0,825
3815,227,Bavaria,others,0,368
4413,227,Bavaria,others,0,0
4712,227,Bavaria,others,0,0
5011,227,Bavaria,others,0,18
5310,227,Bavaria,others,0,16
5609,227,Bavaria,others,0,0
5908,227,Bavaria,others,0,0
6207,227,Bavaria,others,0,0
6506,227,Bavaria,others,0,0
6805,227,Bavaria,others,0,0
7104,227,Bavaria,others,0,87
7403,227,Bavaria,others,0,95
7702,227,Bavaria,others,0,10
8001,227,Bavaria,others,0,117
8300,227,Bavaria,others,0,0
8599,227,Bavaria,others,0,0
8898,227,Bavaria,others,0,0
9197,227,Bavaria,others,0,0
9496,227,Bavaria,others,0,0
9795,227,Bavaria,others,0,109
10094,227,Bavaria,others,0,160
10393,227,Bavaria,others,0,0
10692,227,Bavaria,others,0,0
10991,227,Bavaria,others,0,0
11290,227,Bavaria,others,0,0
11589,227,Bavaria,others,0,0
11888,227,Bavaria,others,0,0
12187,227,Bavaria,others,0,0
12486,227,Bavaria,others,0,0
12785,227,Bavaria,others,0,0
1424,228,Bavaria,CSU,75701,75522
527,228,Bavaria,SPD,25968,25091
2022,228,Bavaria,AfD,24078,28059
2919,228,Bavaria,others,22378,10630
1723,228,Bavaria,FDP,16299,19363
1125,228,Bavaria,The Greens,12513,13856
826,228,Bavaria,Die Linke,6866,9269
3517,228,Bavaria,others,3981,2136
4115,228,Bavaria,others,3445,2556
228,228,Bavaria,CDU,0,0
2321,228,Bavaria,Piraten,0,613
2620,228,Bavaria,others,0,505
3218,228,Bavaria,others,0,1753
3816,228,Bavaria,others,0,960
4414,228,Bavaria,others,0,0
4713,228,Bavaria,others,0,0
5012,228,Bavaria,others,0,30
5311,228,Bavaria,others,0,23
5610,228,Bavaria,others,0,0
5909,228,Bavaria,others,0,0
6208,228,Bavaria,others,0,0
6507,228,Bavaria,others,0,0
6806,228,Bavaria,others,0,0
7105,228,Bavaria,others,0,237
7404,228,Bavaria,others,0,267
7703,228,Bavaria,others,0,30
8002,228,Bavaria,others,0,227
8301,228,Bavaria,others,0,0
8600,228,Bavaria,others,0,0
8899,228,Bavaria,others,0,0
9198,228,Bavaria,others,0,0
9497,228,Bavaria,others,0,0
9796,228,Bavaria,others,0,247
10095,228,Bavaria,others,0,320
10394,228,Bavaria,others,0,0
10693,228,Bavaria,others,0,0
10992,228,Bavaria,others,0,0
11291,228,Bavaria,others,0,0
11590,228,Bavaria,others,0,0
11889,228,Bavaria,others,0,0
12188,228,Bavaria,others,0,0
12487,228,Bavaria,others,0,0
12786,228,Bavaria,others,0,0
1425,229,Bavaria,CSU,61835,52937
528,229,Bavaria,SPD,24611,19710
2023,229,Bavaria,AfD,18328,20968
1724,229,Bavaria,FDP,7900,11918
1126,229,Bavaria,The Greens,7248,8393
827,229,Bavaria,Die Linke,6246,7357
3518,229,Bavaria,others,4004,1692
229,229,Bavaria,CDU,0,0
2322,229,Bavaria,Piraten,0,324
2621,229,Bavaria,others,0,394
2920,229,Bavaria,others,0,3144
3219,229,Bavaria,others,0,1054
3817,229,Bavaria,others,0,587
4116,229,Bavaria,others,0,1270
4415,229,Bavaria,others,0,0
4714,229,Bavaria,others,0,0
5013,229,Bavaria,others,0,15
5312,229,Bavaria,others,0,15
5611,229,Bavaria,others,0,0
5910,229,Bavaria,others,0,0
6209,229,Bavaria,others,0,0
6508,229,Bavaria,others,0,0
6807,229,Bavaria,others,0,0
7106,229,Bavaria,others,0,140
7405,229,Bavaria,others,0,134
7704,229,Bavaria,others,0,13
8003,229,Bavaria,others,0,151
8302,229,Bavaria,others,0,0
8601,229,Bavaria,others,0,0
8900,229,Bavaria,others,0,0
9199,229,Bavaria,others,0,0
9498,229,Bavaria,others,0,0
9797,229,Bavaria,others,0,170
10096,229,Bavaria,others,0,185
10395,229,Bavaria,others,0,0
10694,229,Bavaria,others,0,0
10993,229,Bavaria,others,0,0
11292,229,Bavaria,others,0,0
11591,229,Bavaria,others,0,0
11890,229,Bavaria,others,0,0
12189,229,Bavaria,others,0,0
12488,229,Bavaria,others,0,0
12787,229,Bavaria,others,0,0
1426,230,Bavaria,CSU,55365,52778
2024,230,Bavaria,AfD,18433,20381
529,230,Bavaria,SPD,17782,15779
1725,230,Bavaria,FDP,8627,11191
1127,230,Bavaria,The Greens,6061,6460
2921,230,Bavaria,others,6030,4703
828,230,Bavaria,Die Linke,4852,5502
3519,230,Bavaria,others,3131,2005
4117,230,Bavaria,others,2776,1867
230,230,Bavaria,CDU,0,0
2323,230,Bavaria,Piraten,0,292
2622,230,Bavaria,others,0,362
3220,230,Bavaria,others,0,1016
3818,230,Bavaria,others,0,455
4416,230,Bavaria,others,0,0
4715,230,Bavaria,others,0,0
5014,230,Bavaria,others,0,14
5313,230,Bavaria,others,0,19
5612,230,Bavaria,others,0,0
5911,230,Bavaria,others,0,0
6210,230,Bavaria,others,0,0
6509,230,Bavaria,others,0,0
6808,230,Bavaria,others,0,0
7107,230,Bavaria,others,0,109
7406,230,Bavaria,others,0,99
7705,230,Bavaria,others,0,10
8004,230,Bavaria,others,0,163
8303,230,Bavaria,others,0,0
8602,230,Bavaria,others,0,0
8901,230,Bavaria,others,0,0
9200,230,Bavaria,others,0,0
9499,230,Bavaria,others,0,0
9798,230,Bavaria,others,0,155
10097,230,Bavaria,others,0,144
10396,230,Bavaria,others,0,0
10695,230,Bavaria,others,0,0
10994,230,Bavaria,others,0,0
11293,230,Bavaria,others,0,0
11592,230,Bavaria,others,0,0
11891,230,Bavaria,others,0,0
12190,230,Bavaria,others,0,0
12489,230,Bavaria,others,0,0
12788,230,Bavaria,others,0,0
1427,231,Bavaria,CSU,60975,53711
530,231,Bavaria,SPD,21523,17511
2025,231,Bavaria,AfD,19263,23580
2922,231,Bavaria,others,5877,5410
1726,231,Bavaria,FDP,5669,10307
829,231,Bavaria,Die Linke,4765,5589
1128,231,Bavaria,The Greens,4601,5845
3520,231,Bavaria,others,2748,1645
4118,231,Bavaria,others,2627,1700
231,231,Bavaria,CDU,0,0
2324,231,Bavaria,Piraten,0,281
2623,231,Bavaria,others,0,583
3221,231,Bavaria,others,0,946
3819,231,Bavaria,others,0,443
4417,231,Bavaria,others,0,0
4716,231,Bavaria,others,0,0
5015,231,Bavaria,others,0,19
5314,231,Bavaria,others,0,7
5613,231,Bavaria,others,0,0
5912,231,Bavaria,others,0,0
6211,231,Bavaria,others,0,0
6510,231,Bavaria,others,0,0
6809,231,Bavaria,others,0,0
7108,231,Bavaria,others,0,87
7407,231,Bavaria,others,0,95
7706,231,Bavaria,others,0,15
8005,231,Bavaria,others,0,167
8304,231,Bavaria,others,0,0
8603,231,Bavaria,others,0,0
8902,231,Bavaria,others,0,0
9201,231,Bavaria,others,0,0
9500,231,Bavaria,others,0,0
9799,231,Bavaria,others,0,117
10098,231,Bavaria,others,0,149
10397,231,Bavaria,others,0,0
10696,231,Bavaria,others,0,0
10995,231,Bavaria,others,0,0
11294,231,Bavaria,others,0,0
11593,231,Bavaria,others,0,0
11892,231,Bavaria,others,0,0
12191,231,Bavaria,others,0,0
12490,231,Bavaria,others,0,0
12789,231,Bavaria,others,0,0
1428,232,Bavaria,CSU,80075,71731
531,232,Bavaria,SPD,25580,26079
2026,232,Bavaria,AfD,18789,21540
1129,232,Bavaria,The Greens,11611,11997
2923,232,Bavaria,others,10184,7103
1727,232,Bavaria,FDP,8392,12854
830,232,Bavaria,Die Linke,7461,8948
3521,232,Bavaria,others,2844,1740
4119,232,Bavaria,others,1841,1445
12491,232,Bavaria,others,1069,0
