,area_id,state,party,votes_first_vote,votes_second_vote
232,232,Bavaria,CDU,0,0
2325,232,Bavaria,Piraten,0,484
2624,232,Bavaria,others,0,669
3222,232,Bavaria,others,0,1535
3820,232,Bavaria,others,0,916
4418,232,Bavaria,others,0,0
4717,232,Bavaria,others,0,0
5016,232,Bavaria,others,0,48
5315,232,Bavaria,others,0,22
5614,232,Bavaria,others,0,0
5913,232,Bavaria,others,0,0
6212,232,Bavaria,others,0,0
6511,232,Bavaria,others,0,0
6810,232,Bavaria,others,0,0
7109,232,Bavaria,others,0,184
7408,232,Bavaria,others,0,182
7707,232,Bavaria,others,0,24
8006,232,Bavaria,others,0,242
8305,232,Bavaria,others,0,0
8604,232,Bavaria,others,0,0
8903,232,Bavaria,others,0,0
9202,232,Bavaria,others,0,0
9501,232,Bavaria,others,0,0
9800,232,Bavaria,others,0,230
10099,232,Bavaria,others,0,230
10398,232,Bavaria,others,0,0
10697,232,Bavaria,others,0,0
10996,232,Bavaria,others,0,0
11295,232,Bavaria,others,0,0
11594,232,Bavaria,others,0,0
11893,232,Bavaria,others,0,0
12192,232,Bavaria,others,0,0
12790,232,Bavaria,others,0,0
1429,233,Bavaria,CSU,78868,74720
532,233,Bavaria,SPD,32863,28583
2027,233,Bavaria,AfD,23273,25628
1130,233,Bavaria,The Greens,18347,20333
2924,233,Bavaria,others,12922,8374
1728,233,Bavaria,FDP,12254,17716
831,233,Bavaria,Die Linke,11760,13260
3522,233,Bavaria,others,4599,1940
2326,233,Bavaria,Piraten,1656,782
10997,233,Bavaria,others,360,0
233,233,Bavaria,CDU,0,0
2625,233,Bavaria,others,0,424
3223,233,Bavaria,others,0,1697
3821,233,Bavaria,others,0,1358
4120,233,Bavaria,others,0,1378
4419,233,Bavaria,others,0,0
4718,233,Bavaria,others,0,0
5017,233,Bavaria,others,0,35
5316,233,Bavaria,others,0,32
5615,233,Bavaria,others,0,0
5914,233,Bavaria,others,0,0
6213,233,Bavaria,others,0,0
6512,233,Bavaria,others,0,0
6811,233,Bavaria,others,0,0
7110,233,Bavaria,others,0,231
7409,233,Bavaria,others,0,287
7708,233,Bavaria,others,0,46
8007,233,Bavaria,others,0,269
8306,233,Bavaria,others,0,0
8605,233,Bavaria,others,0,0
8904,233,Bavaria,others,0,0
9203,233,Bavaria,others,0,0
9502,233,Bavaria,others,0,0
9801,233,Bavaria,others,0,236
10100,233,Bavaria,others,0,334
10399,233,Bavaria,others,0,0
10698,233,Bavaria,others,0,0
11296,233,Bavaria,others,0,0
11595,233,Bavaria,others,0,0
11894,233,Bavaria,others,0,0
12193,233,Bavaria,others,0,0
12492,233,Bavaria,others,0,0
12791,233,Bavaria,others,0,0
1430,234,Bavaria,CSU,77091,66827
533,234,Bavaria,SPD,38463,26123
2925,234,Bavaria,others,15496,8277
832,234,Bavaria,Die Linke,7929,7339
1729,234,Bavaria,FDP,7392,10609
1131,234,Bavaria,The Greens,6172,7302
3523,234,Bavaria,others,3624,1386
12792,234,Bavaria,others,2920,0
234,234,Bavaria,CDU,0,0
2028,234,Bavaria,AfD,0,28007
2327,234,Bavaria,Piraten,0,443
2626,234,Bavaria,others,0,646
3224,234,Bavaria,others,0,1280
3822,234,Bavaria,others,0,587
4121,234,Bavaria,others,0,1595
4420,234,Bavaria,others,0,0
4719,234,Bavaria,others,0,0
5018,234,Bavaria,others,0,31
5317,234,Bavaria,others,0,15
5616,234,Bavaria,others,0,0
5915,234,Bavaria,others,0,0
6214,234,Bavaria,others,0,0
6513,234,Bavaria,others,0,0
6812,234,Bavaria,others,0,0
7111,234,Bavaria,others,0,104
7410,234,Bavaria,others,0,141
7709,234,Bavaria,others,0,16
8008,234,Bavaria,others,0,164
8307,234,Bavaria,others,0,0
8606,234,Bavaria,others,0,0
8905,234,Bavaria,others,0,0
9204,234,Bavaria,others,0,0
9503,234,Bavaria,others,0,0
9802,234,Bavaria,others,0,200
10101,234,Bavaria,others,0,190
10400,234,Bavaria,others,0,0
10699,234,Bavaria,others,0,0
10998,234,Bavaria,others,0,0
11297,234,Bavaria,others,0,0
11596,234,Bavaria,others,0,0
11895,234,Bavaria,others,0,0
12194,234,Bavaria,others,0,0
12493,234,Bavaria,others,0,0
1431,235,Bavaria,CSU,59287,55691
534,235,Bavaria,SPD,28612,24627
12793,235,Bavaria,others,12779,0
2926,235,Bavaria,others,7295,5061
833,235,Bavaria,Die Linke,5677,6203
1730,235,Bavaria,FDP,5269,8480
1132,235,Bavaria,The Greens,4551,6427
4122,235,Bavaria,others,3092,1288
3524,235,Bavaria,others,1623,964
235,235,Bavaria,CDU,0,0
2029,235,Bavaria,AfD,0,17407
2328,235,Bavaria,Piraten,0,352
2627,235,Bavaria,others,0,495
3225,235,Bavaria,others,0,966
3823,235,Bavaria,others,0,572
4421,235,Bavaria,others,0,0
4720,235,Bavaria,others,0,0
5019,235,Bavaria,others,0,23
5318,235,Bavaria,others,0,14
5617,235,Bavaria,others,0,0
5916,235,Bavaria,others,0,0
6215,235,Bavaria,others,0,0
6514,235,Bavaria,others,0,0
6813,235,Bavaria,others,0,0
7112,235,Bavaria,others,0,115
7411,235,Bavaria,others,0,95
7710,235,Bavaria,others,0,17
8009,235,Bavaria,others,0,141
8308,235,Bavaria,others,0,0
8607,235,Bavaria,others,0,0
8906,235,Bavaria,others,0,0
9205,235,Bavaria,others,0,0
9504,235,Bavaria,others,0,0
9803,235,Bavaria,others,0,210
10102,235,Bavaria,others,0,191
10401,235,Bavaria,others,0,0
10700,235,Bavaria,others,0,0
10999,235,Bavaria,others,0,0
11298,235,Bavaria,others,0,0
11597,235,Bavaria,others,0,0
11896,235,Bavaria,others,0,0
12195,235,Bavaria,others,0,0
12494,235,Bavaria,others,0,0
1432,236,Bavaria,CSU,60675,56141
535,236,Bavaria,SPD,29474,22530
2030,236,Bavaria,AfD,16603,18394
1133,236,Bavaria,The Greens,13196,14280
1731,236,Bavaria,FDP,9364,13774
834,236,Bavaria,Die Linke,7504,9350
2927,236,Bavaria,others,4203,3427
3525,236,Bavaria,others,1939,940
4123,236,Bavaria,others,823,624
5020,236,Bavaria,others,353,119
236,236,Bavaria,CDU,0,0
2329,236,Bavaria,Piraten,0,477
2628,236,Bavaria,others,0,570
3226,236,Bavaria,others,0,1295
3824,236,Bavaria,others,0,1288
4422,236,Bavaria,others,0,0
4721,236,Bavaria,others,0,0
5319,236,Bavaria,others,0,25
5618,236,Bavaria,others,0,0
5917,236,Bavaria,others,0,0
6216,236,Bavaria,others,0,0
6515,236,Bavaria,others,0,0
6814,236,Bavaria,others,0,0
7113,236,Bavaria,others,0,200
7412,236,Bavaria,others,0,238
7711,236,Bavaria,others,0,17
8010,236,Bavaria,others,0,283
8309,236,Bavaria,others,0,0
8608,236,Bavaria,others,0,0
8907,236,Bavaria,others,0,0
9206,236,Bavaria,others,0,0
9505,236,Bavaria,others,0,0
9804,236,Bavaria,others,0,201
10103,236,Bavaria,others,0,245
10402,236,Bavaria,others,0,0
10701,236,Bavaria,others,0,0
11000,236,Bavaria,others,0,0
11299,236,Bavaria,others,0,0
11598,236,Bavaria,others,0,0
11897,236,Bavaria,others,0,0
12196,236,Bavaria,others,0,0
12495,236,Bavaria,others,0,0
12794,236,Bavaria,others,0,0
1433,237,Bavaria,CSU,58667,53064
536,237,Bavaria,SPD,26780,23194
2031,237,Bavaria,AfD,11844,13564
1134,237,Bavaria,The Greens,8936,9995
1732,237,Bavaria,FDP,8368,11369
835,237,Bavaria,Die Linke,5475,7020
2928,237,Bavaria,others,4433,3441
3825,237,Bavaria,others,1655,1195
237,237,Bavaria,CDU,0,0
2330,237,Bavaria,Piraten,0,372
2629,237,Bavaria,others,0,385
3227,237,Bavaria,others,0,1020
3526,237,Bavaria,others,0,532
4124,237,Bavaria,others,0,343
4423,237,Bavaria,others,0,0
4722,237,Bavaria,others,0,0
5021,237,Bavaria,others,0,25
5320,237,Bavaria,others,0,14
5619,237,Bavaria,others,0,0
5918,237,Bavaria,others,0,0
6217,237,Bavaria,others,0,0
6516,237,Bavaria,others,0,0
6815,237,Bavaria,others,0,0
7114,237,Bavaria,others,0,136
7413,237,Bavaria,others,0,154
7712,237,Bavaria,others,0,16
8011,237,Bavaria,others,0,175
8310,237,Bavaria,others,0,0
8609,237,Bavaria,others,0,0
8908,237,Bavaria,others,0,0
9207,237,Bavaria,others,0,0
9506,237,Bavaria,others,0,0
9805,237,Bavaria,others,0,194
10104,237,Bavaria,others,0,314
10403,237,Bavaria,others,0,0
10702,237,Bavaria,others,0,0
11001,237,Bavaria,others,0,0
11300,237,Bavaria,others,0,0
11599,237,Bavaria,others,0,0
11898,237,Bavaria,others,0,0
12197,237,Bavaria,others,0,0
12496,237,Bavaria,others,0,0
12795,237,Bavaria,others,0,0
1434,238,Bavaria,CSU,55078,48406
537,238,Bavaria,SPD,32167,27554
2032,238,Bavaria,AfD,12753,14210
1135,238,Bavaria,The Greens,7130,8154
836,238,Bavaria,Die Linke,6309,6897
1733,238,Bavaria,FDP,5883,9968
3527,238,Bavaria,others,1653,638
2630,238,Bavaria,others,582,567
5022,238,Bavaria,others,137,68
238,238,Bavaria,CDU,0,0
2331,238,Bavaria,Piraten,0,385
2929,238,Bavaria,others,0,2448
3228,238,Bavaria,others,0,1126
3826,238,Bavaria,others,0,829
4125,238,Bavaria,others,0,238
4424,238,Bavaria,others,0,0
4723,238,Bavaria,others,0,0
5321,238,Bavaria,others,0,15
5620,238,Bavaria,others,0,0
5919,238,Bavaria,others,0,0
6218,238,Bavaria,others,0,0
6517,238,Bavaria,others,0,0
6816,238,Bavaria,others,0,0
7115,238,Bavaria,others,0,107
7414,238,Bavaria,others,0,157
7713,238,Bavaria,others,0,13
8012,238,Bavaria,others,0,129
8311,238,Bavaria,others,0,0
8610,238,Bavaria,others,0,0
8909,238,Bavaria,others,0,0
9208,238,Bavaria,others,0,0
9507,238,Bavaria,others,0,0
9806,238,Bavaria,others,0,139
10105,238,Bavaria,others,0,131
10404,238,Bavaria,others,0,0
10703,238,Bavaria,others,0,0
11002,238,Bavaria,others,0,0
11301,238,Bavaria,others,0,0
11600,238,Bavaria,others,0,0
11899,238,Bavaria,others,0,0
12198,238,Bavaria,others,0,0
12497,238,Bavaria,others,0,0
12796,238,Bavaria,others,0,0
1435,239,Bavaria,CSU,59181,48772
538,239,Bavaria,SPD,29640,27776
2033,239,Bavaria,AfD,14897,16606
1136,239,Bavaria,The Greens,5935,6989
837,239,Bavaria,Die Linke,5553,7186
1734,239,Bavaria,FDP,4718,9889
2930,239,Bavaria,others,3363,3295
3827,239,Bavaria,others,1251,1252
2332,239,Bavaria,Piraten,959,499
10405,239,Bavaria,others,356,0
239,239,Bavaria,CDU,0,0
2631,239,Bavaria,others,0,564
3229,239,Bavaria,others,0,1285
3528,239,Bavaria,others,0,381
4126,239,Bavaria,others,0,344
4425,239,Bavaria,others,0,0
4724,239,Bavaria,others,0,0
5023,239,Bavaria,others,0,37
5322,239,Bavaria,others,0,17
5621,239,Bavaria,others,0,0
5920,239,Bavaria,others,0,0
6219,239,Bavaria,others,0,0
6518,239,Bavaria,others,0,0
6817,239,Bavaria,others,0,0
7116,239,Bavaria,others,0,184
7415,239,Bavaria,others,0,147
7714,239,Bavaria,others,0,17
8013,239,Bavaria,others,0,170
8312,239,Bavaria,others,0,0
8611,239,Bavaria,others,0,0
8910,239,Bavaria,others,0,0
9209,239,Bavaria,others,0,0
9508,239,Bavaria,others,0,0
9807,239,Bavaria,others,0,177
10106,239,Bavaria,others,0,204
10704,239,Bavaria,others,0,0
11003,239,Bavaria,others,0,0
11302,239,Bavaria,others,0,0
11601,239,Bavaria,others,0,0
11900,239,Bavaria,others,0,0
12199,239,Bavaria,others,0,0
12498,239,Bavaria,others,0,0
12797,239,Bavaria,others,0,0
1436,240,Bavaria,CSU,74105,58108
539,240,Bavaria,SPD,21493,23676
2034,240,Bavaria,AfD,15497,18000
1137,240,Bavaria,The Greens,5880,7967
1735,240,Bavaria,FDP,5381,10334
838,240,Bavaria,Die Linke,5057,6426
2931,240,Bavaria,others,4197,3565
3529,240,Bavaria,others,2063,932
240,240,Bavaria,CDU,0,0
2333,240,Bavaria,Piraten,0,422
2632,240,Bavaria,others,0,736
3230,240,Bavaria,others,0,1204
3828,240,Bavaria,others,0,999
4127,240,Bavaria,others,0,520
4426,240,Bavaria,others,0,0
4725,240,Bavaria,others,0,0
5024,240,Bavaria,others,0,54
5323,240,Bavaria,others,0,15
5622,240,Bavaria,others,0,0
5921,240,Bavaria,others,0,0
6220,240,Bavaria,others,0,0
6519,240,Bavaria,others,0,0
6818,240,Bavaria,others,0,0
7117,240,Bavaria,others,0,148
7416,240,Bavaria,others,0,154
7715,240,Bavaria,others,0,17
8014,240,Bavaria,others,0,247
8313,240,Bavaria,others,0,0
8612,240,Bavaria,others,0,0
8911,240,Bavaria,others,0,0
9210,240,Bavaria,others,0,0
9509,240,Bavaria,others,0,0
9808,240,Bavaria,others,0,199
10107,240,Bavaria,others,0,188
10406,240,Bavaria,others,0,0
10705,240,Bavaria,others,0,0
11004,240,Bavaria,others,0,0
11303,240,Bavaria,others,0,0
11602,240,Bavaria,others,0,0
11901,240,Bavaria,others,0,0
12200,240,Bavaria,others,0,0
12499,240,Bavaria,others,0,0
12798,240,Bavaria,others,0,0
1437,241,Bavaria,CSU,81435,74428
540,241,Bavaria,SPD,33756,31464
2035,241,Bavaria,AfD,19397,21734
1138,241,Bavaria,The Greens,13946,16239
2932,241,Bavaria,others,11981,6252
839,241,Bavaria,Die Linke,11178,12208
1736,241,Bavaria,FDP,7661,13825
3530,241,Bavaria,others,4233,2131
11005,241,Bavaria,others,321,0
241,241,Bavaria,CDU,0,0
2334,241,Bavaria,Piraten,0,811
2633,241,Bavaria,others,0,805
3231,241,Bavaria,others,0,1569
3829,241,Bavaria,others,0,1204
4128,241,Bavaria,others,0,490
4427,241,Bavaria,others,0,0
4726,241,Bavaria,others,0,0
5025,241,Bavaria,others,0,38
5324,241,Bavaria,others,0,21
5623,241,Bavaria,others,0,0
5922,241,Bavaria,others,0,0
6221,241,Bavaria,others,0,0
6520,241,Bavaria,others,0,0
6819,241,Bavaria,others,0,0
7118,241,Bavaria,others,0,173
7417,241,Bavaria,others,0,178
7716,241,Bavaria,others,0,30
8015,241,Bavaria,others,0,293
8314,241,Bavaria,others,0,0
8613,241,Bavaria,others,0,0
8912,241,Bavaria,others,0,0
9211,241,Bavaria,others,0,0
9510,241,Bavaria,others,0,0
9809,241,Bavaria,others,0,296
10108,241,Bavaria,others,0,232
10407,241,Bavaria,others,0,0
10706,241,Bavaria,others,0,0
11304,241,Bavaria,others,0,0
11603,241,Bavaria,others,0,0
11902,241,Bavaria,others,0,0
12201,241,Bavaria,others,0,0
12500,241,Bavaria,others,0,0
12799,241,Bavaria,others,0,0
1438,242,Bavaria,CSU,62772,52412
541,242,Bavaria,SPD,30957,25579
1139,242,Bavaria,The Greens,16180,19862
2036,242,Bavaria,AfD,11670,13953
1737,242,Bavaria,FDP,8713,14973
840,242,Bavaria,Die Linke,8633,11115
2933,242,Bavaria,others,4229,3236
3531,242,Bavaria,others,2651,1266
2335,242,Bavaria,Piraten,1353,678
242,242,Bavaria,CDU,0,0
2634,242,Bavaria,others,0,363
3232,242,Bavaria,others,0,1165
3830,242,Bavaria,others,0,1237
4129,242,Bavaria,others,0,282
4428,242,Bavaria,others,0,0
4727,242,Bavaria,others,0,0
5026,242,Bavaria,others,0,66
5325,242,Bavaria,others,0,22
5624,242,Bavaria,others,0,0
5923,242,Bavaria,others,0,0
6222,242,Bavaria,others,0,0
6521,242,Bavaria,others,0,0
6820,242,Bavaria,others,0,0
7119,242,Bavaria,others,0,215
7418,242,Bavaria,others,0,299
7717,242,Bavaria,others,0,16
8016,242,Bavaria,others,0,222
8315,242,Bavaria,others,0,0
8614,242,Bavaria,others,0,0
8913,242,Bavaria,others,0,0
9212,242,Bavaria,others,0,0
9511,242,Bavaria,others,0,0
9810,242,Bavaria,others,0,146
10109,242,Bavaria,others,0,263
10408,242,Bavaria,others,0,0
10707,242,Bavaria,others,0,0
11006,242,Bavaria,others,0,0
11305,242,Bavaria,others,0,0
11604,242,Bavaria,others,0,0
11903,242,Bavaria,others,0,0
12202,242,Bavaria,others,0,0
12501,242,Bavaria,others,0,0
12800,242,Bavaria,others,0,0
1439,243,Bavaria,CSU,78558,69468
542,243,Bavaria,SPD,45054,37088
2037,243,Bavaria,AfD,20968,23032
1140,243,Bavaria,The Greens,19088,20541
841,243,Bavaria,Die Linke,13299,15443
1738,243,Bavaria,FDP,10616,17545
2934,243,Bavaria,others,8630,5169
4130,243,Bavaria,others,808,631
243,243,Bavaria,CDU,0,0
2336,243,Bavaria,Piraten,0,858
2635,243,Bavaria,others,0,675
3233,243,Bavaria,others,0,2099
3532,243,Bavaria,others,0,1265
3831,243,Bavaria,others,0,1762
4429,243,Bavaria,others,0,0
4728,243,Bavaria,others,0,0
5027,243,Bavaria,others,0,54
5326,243,Bavaria,others,0,22
5625,243,Bavaria,others,0,0
5924,243,Bavaria,others,0,0
6223,243,Bavaria,others,0,0
6522,243,Bavaria,others,0,0
6821,243,Bavaria,others,0,0
7120,243,Bavaria,others,0,263
7419,243,Bavaria,others,0,364
7718,243,Bavaria,others,0,49
8017,243,Bavaria,others,0,335
8316,243,Bavaria,others,0,0
8615,243,Bavaria,others,0,0
8914,243,Bavaria,others,0,0
9213,243,Bavaria,others,0,0
9512,243,Bavaria,others,0,0
9811,243,Bavaria,others,0,320
10110,243,Bavaria,others,0,360
10409,243,Bavaria,others,0,0
10708,243,Bavaria,others,0,0
11007,243,Bavaria,others,0,0
11306,243,Bavaria,others,0,0
11605,243,Bavaria,others,0,0
11904,243,Bavaria,others,0,0
12203,243,Bavaria,others,0,0
12502,243,Bavaria,others,0,0
12801,243,Bavaria,others,0,0
1440,244,Bavaria,CSU,45340,40106
543,244,Bavaria,SPD,37068,26456
1141,244,Bavaria,The Greens,18463,21909
842,244,Bavaria,Die Linke,14511,16962
2038,244,Bavaria,AfD,13398,14503
1739,244,Bavaria,FDP,10379,15412
2935,244,Bavaria,others,3058,1824
3533,244,Bavaria,others,2342,1254
5028,244,Bavaria,others,364,124
244,244,Bavaria,CDU,0,0
2337,244,Bavaria,Piraten,0,809
2636,244,Bavaria,others,0,316
3234,244,Bavaria,others,0,1590
3832,244,Bavaria,others,0,2071
4131,244,Bavaria,others,0,251
4430,244,Bavaria,others,0,0
4729,244,Bavaria,others,0,0
5327,244,Bavaria,others,0,19
5626,244,Bavaria,others,0,0
5925,244,Bavaria,others,0,0
6224,244,Bavaria,others,0,0
6523,244,Bavaria,others,0,0
6822,244,Bavaria,others,0,0
7121,244,Bavaria,others,0,352
7420,244,Bavaria,others,0,450
7719,244,Bavaria,others,0,107
8018,244,Bavaria,others,0,253
8317,244,Bavaria,others,0,0
8616,244,Bavaria,others,0,0
8915,244,Bavaria,others,0,0
9214,244,Bavaria,others,0,0
9513,244,Bavaria,others,0,0
9812,244,Bavaria,others,0,202
10111,244,Bavaria,others,0,334
10410,244,Bavaria,others,0,0
10709,244,Bavaria,others,0,0
11008,244,Bavaria,others,0,0
11307,244,Bavaria,others,0,0
11606,244,Bavaria,others,0,0
11905,244,Bavaria,others,0,0
12204,244,Bavaria,others,0,0
12503,244,Bavaria,others,0,0
12802,244,Bavaria,others,0,0
1441,245,Bavaria,CSU,46511,40882
544,245,Bavaria,SPD,34621,27467
2039,245,Bavaria,AfD,17270,18679
843,245,Bavaria,Die Linke,10772,11640
1142,245,Bavaria,The Greens,10163,12166
1740,245,Bavaria,FDP,7632,11199
2936,245,Bavaria,others,3706,2192
245,245,Bavaria,CDU,0,0
2338,245,Bavaria,Piraten,0,664
2637,245,Bavaria,others,0,513
3235,245,Bavaria,others,0,1622
3534,245,Bavaria,others,0,888
3833,245,Bavaria,others,0,1253
4132,245,Bavaria,others,0,360
4431,245,Bavaria,others,0,0
4730,245,Bavaria,others,0,0
5029,245,Bavaria,others,0,66
5328,245,Bavaria,others,0,17
5627,245,Bavaria,others,0,0
5926,245,Bavaria,others,0,0
6225,245,Bavaria,others,0,0
6524,245,Bavaria,others,0,0
6823,245,Bavaria,others,0,0
7122,245,Bavaria,others,0,259
7421,245,Bavaria,others,0,263
7720,245,Bavaria,others,0,55
8019,245,Bavaria,others,0,282
8318,245,Bavaria,others,0,0
8617,245,Bavaria,others,0,0
8916,245,Bavaria,others,0,0
9215,245,Bavaria,others,0,0
9514,245,Bavaria,others,0,0
9813,245,Bavaria,others,0,259
10112,245,Bavaria,others,0,252
10411,245,Bavaria,others,0,0
10710,245,Bavaria,others,0,0
11009,245,Bavaria,others,0,0
11308,245,Bavaria,others,0,0
11607,245,Bavaria,others,0,0
11906,245,Bavaria,others,0,0
12205,245,Bavaria,others,0,0
12504,245,Bavaria,others,0,0
12803,245,Bavaria,others,0,0
1442,246,Bavaria,CSU,81867,69739
545,246,Bavaria,SPD,37916,34036
2040,246,Bavaria,AfD,18924,21357
1143,246,Bavaria,The Greens,14465,17883
2937,246,Bavaria,others,9185,6120
844,246,Bavaria,Die Linke,8886,11637
1741,246,Bavaria,FDP,8584,16025
3535,246,Bavaria,others,2270,1201
2339,246,Bavaria,Piraten,2079,884
246,246,Bavaria,CDU,0,0
2638,246,Bavaria,others,0,555
3236,246,Bavaria,others,0,1899
3834,246,Bavaria,others,0,1229
4133,246,Bavaria,others,0,494
4432,246,Bavaria,others,0,0
4731,246,Bavaria,others,0,0
5030,246,Bavaria,others,0,40
5329,246,Bavaria,others,0,23
5628,246,Bavaria,others,0,0
5927,246,Bavaria,others,0,0
6226,246,Bavaria,others,0,0
6525,246,Bavaria,others,0,0
6824,246,Bavaria,others,0,0
7123,246,Bavaria,others,0,233
7422,246,Bavaria,others,0,262
7721,246,Bavaria,others,0,32
8020,246,Bavaria,others,0,347
8319,246,Bavaria,others,0,0
8618,246,Bavaria,others,0,0
8917,246,Bavaria,others,0,0
9216,246,Bavaria,others,0,0
9515,246,Bavaria,others,0,0
9814,246,Bavaria,others,0,270
10113,246,Bavaria,others,0,279
10412,246,Bavaria,others,0,0
10711,246,Bavaria,others,0,0
11010,246,Bavaria,others,0,0
11309,246,Bavaria,others,0,0
11608,246,Bavaria,others,0,0
11907,246,Bavaria,others,0,0
12206,246,Bavaria,others,0,0
12505,246,Bavaria,others,0,0
12804,246,Bavaria,others,0,0
1443,247,Bavaria,CSU,68670,54983
546,247,Bavaria,SPD,23655,25192
2041,247,Bavaria,AfD,14985,16634
1144,247,Bavaria,The Greens,13140,13430
1742,247,Bavaria,FDP,11376,15605
845,247,Bavaria,Die Linke,6830,8696
3536,247,Bavaria,others,2796,1099
12805,247,Bavaria,others,1037,0
5031,247,Bavaria,others,344,104
247,247,Bavaria,CDU,0,0
2340,247,Bavaria,Piraten,0,466
2639,247,Bavaria,others,0,472
2938,247,Bavaria,others,0,2417
3237,247,Bavaria,others,0,1332
3835,247,Bavaria,others,0,1234
4134,247,Bavaria,others,0,402
4433,247,Bavaria,others,0,0
4732,247,Bavaria,others,0,0
5330,247,Bavaria,others,0,21
5629,247,Bavaria,others,0,0
5928,247,Bavaria,others,0,0
6227,247,Bavaria,others,0,0
6526,247,Bavaria,others,0,0
6825,247,Bavaria,others,0,0
7124,247,Bavaria,others,0,199
7423,247,Bavaria,others,0,201
7722,247,Bavaria,others,0,27
8021,247,Bavaria,others,0,303
8320,247,Bavaria,others,0,0
8619,247,Bavaria,others,0,0
8918,247,Bavaria,others,0,0
9217,247,Bavaria,others,0,0
9516,247,Bavaria,others,0,0
9815,247,Bavaria,others,0,238
10114,247,Bavaria,others,0,323
10413,247,Bavaria,others,0,0
10712,247,Bavaria,others,0,0
11011,247,Bavaria,others,0,0
11310,247,Bavaria,others,0,0
11609,247,Bavaria,others,0,0
11908,247,Bavaria,others,0,0
12207,247,Bavaria,others,0,0
12506,247,Bavaria,others,0,0
1444,248,Bavaria,CSU,86602,75793
547,248,Bavaria,SPD,32388,26907
2042,248,Bavaria,AfD,17770,19653
1145,248,Bavaria,The Greens,11988,11360
1743,248,Bavaria,FDP,9507,15081
846,248,Bavaria,Die Linke,9071,10088
3537,248,Bavaria,others,2084,1084
248,248,Bavaria,CDU,0,0
2341,248,Bavaria,Piraten,0,617
2640,248,Bavaria,others,0,929
2939,248,Bavaria,others,0,4064
3238,248,Bavaria,others,0,1427
3836,248,Bavaria,others,0,1074
4135,248,Bavaria,others,0,494
4434,248,Bavaria,others,0,0
4733,248,Bavaria,others,0,0
5032,248,Bavaria,others,0,39
5331,248,Bavaria,others,0,26
5630,248,Bavaria,others,0,0
5929,248,Bavaria,others,0,0
6228,248,Bavaria,others,0,0
6527,248,Bavaria,others,0,0
6826,248,Bavaria,others,0,0
7125,248,Bavaria,others,0,196
7424,248,Bavaria,others,0,188
7723,248,Bavaria,others,0,18
8022,248,Bavaria,others,0,312
8321,248,Bavaria,others,0,0
8620,248,Bavaria,others,0,0
8919,248,Bavaria,others,0,0
9218,248,Bavaria,others,0,0
9517,248,Bavaria,others,0,0
9816,248,Bavaria,others,0,280
10115,248,Bavaria,others,0,273
10414,248,Bavaria,others,0,0
10713,248,Bavaria,others,0,0
11012,248,Bavaria,others,0,0
11311,248,Bavaria,others,0,0
11610,248,Bavaria,others,0,0
11909,248,Bavaria,others,0,0
12208,248,Bavaria,others,0,0
12507,248,Bavaria,others,0,0
